"Nome ",ID,Группа,Дата Последней Котировки,Дата стоимости,Ед. Измерения,Категория,"Название RU ",Название RU [AI],Последний Поставщик,Последняя Котировка,Поставщик / Подрядчик,Поставщики,Создано,Стоимость,💯 Котировки поставщиков
POL. EXP. EPS 100 1000x500x10 120PL. / 60m2/PAC.,400.0010,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. EXP. EPS 100 1000x500x10 120PL. / 60м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.08,
POL. EXP. EPS 100 1000x500x20 60PL. / 30m2/PAC.,400.0020,,,"October 6, 2025 11:29 AM",m2,,,POL. EXP. EPS 100 1000x500x20 60PL. / 30м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.16,
POL. EXP. EPS 100 1000x500x30 40PL. / 20m2/PAC.,400.0030,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x30 40ПЛ. / 20м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.24,
POL. EXP. EPS 100 1000x500x40 30PL. / 15m2/PAC.,400.0040,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x40 30ПЛ. / 15м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€4.32,
POL. EXP. EPS 100 1000x500x50 24PL. / 12m2/PAC.,400.0050,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x50 24PL. / 12м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€5.40,
POL. EXP. EPS 100 1000x500x60 20PL. / 10m2/PAC.,400.0060,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x60 20PL. / 10м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€6.48,
POL. EXP. EPS 100 1000x500x70 16PL. / 8m2/PAC.,400.0070,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x70 16PL. / 8м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€7.56,
POL. EXP. EPS 100 1000x500x80 14PL. / 7m2/PAC.,400.0080,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКС. EPS 100 1000x500x80 14PL. / 7м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€8.64,
POL. EXP. EPS 100 1000x500x90 12PL. / 6m2/PAC.,400.0090,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000х500х90 12ПЛ. / 6м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€9.72,
POL. EXP. EPS 100 1000x500x100 12PL. / 6m2/PAC.,400.0100,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. EXP. EPS 100 1000x500x100 12ПЛ. / 6м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€10.80,
POL. EXP. EPS 100 1000x500x110 10PL. / 5m2/PAC.,400.0110,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x110 10ПЛ. / 5м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€11.88,
POL. EXP. EPS 100 1000x500x120 10PL. / 5m2/PAC.,400.0120,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x120 10ПЛ. / 5м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€12.96,
"POL. EXP. EPS 100 1000x500x140 7PL. / 3,50m2/PAC.",400.0140,,,"October 6, 2025 11:29 AM",m2,,,"ПОЛ. ЭКСП. EPS 100 1000x500x140 7ПЛ. / 3,50м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€15.12,
POL. EXP. EPS 100 1000x500x150 8PL. / 4m2/PAC.,400.0150,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x150 8ПЛ. / 4м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€16.20,
POL. EXP. EPS 100 1000x500x180 6PL. / 3m2/PAC.,400.0180,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x180 6PL. / 3м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€19.44,
,PÁGIN. 32 - POLIESTIRENO ESPANDIDO ( ESFEROVITE ) - EPS100 - GRAFITE,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
POL. EXP. EPS 100 1000x500x20 GRAFITE 60PL./30m2,400.6GS020,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭПС 100 1000x500x20 ГРАФИТ 60PL./30м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.58,
POL. EXP. EPS 100 1000x500x40 GRAFITE 30PL./15m2,400.6GS040,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. EXP. EPS 100 1000x500x40 ГРАФИТ 30ПЛ./15м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€7.16,
POL. EXP. EPS 100 1000x500x50 GRAFITE 24PL. /12m2,400.6GS050,,,"October 6, 2025 11:29 AM",m2,,,POL. EXP. EPS 100 1000x500x50 ГРАФИТ 24ПЛ. /12м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€8.95,
POL. EXP. EPS 100 1000x500x60 GRAFITE 20PL. /10m2,400.6GS060,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x60 ГРАФИТ 20ПЛ. /10м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€10.74,
POL. EXP. EPS 100 1000x500x80 GRAFITE 16PL. /8m2,400.6GS080,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭПС 100 1000x500x80 ГРАФИТ 16ПЛ. /8м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€14.32,
POL. EXP. EPS 100 1000x500x100 GRAFITE 12PL. /6m2,400.6GS100,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x100 ГРАФИТ 12ПЛ. /6м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€17.90,
POL. EXP. EPS 100 1000x500x120 GRAFITE 10PL. /5m2,400.6GS120,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 100 1000x500x120 ГРАФИТ 10ПЛ. /5м2,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€21.48,
,PÁGIN. 32 - POLIESTIRENO ESPANDIDO ( ESFEROVITE ) - EPS30 - 1000X1000MM,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
POL. EXP. EPS 30 1000x1000x10 60PL./60m2/PAC.,400.1010,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 30 1000x1000x10 60ПЛ./60м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.73,
POL. EXP. EPS 30 1000x1000x20 30PL./30m2/PAC.,400.1020,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭПС 30 1000x1000x20 30ПЛ./30м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.46,
POL. EXP. EPS 30 1000x1000x30 20PL./20m2/PAC.,400.1030,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 30 1000x1000x30 20ПЛ./20м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.19,
POL. EXP. EPS 30 1000x1000x40 15PL./15m2/PAC.,400.1040,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 30 1000x1000x40 15ПЛ./15м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.92,
POL. EXP. EPS 30 1000x1000x50 12PL./12m2/PAC.,400.1050,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 30 1000x1000x50 12ПЛ./12м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.65,
POL. EXP. EPS 30 1000x1000x100 6PL./6m2/PAC.,400.1100,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 30 1000x1000x100 6ПЛ./6м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€7.30,
,PÁGIN. 32 - POLIESTIRENO ESPANDIDO ( ESFEROVITE ) - EPS30 - 2000X1000MM,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
POL. EXP. EPS 30 2000x1000x20 30PL./60m2/PAC.,400.1120,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭПС 30 2000x1000x20 30ПЛ./60м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.46,
POL. EXP. EPS 30 2000x1000x30 20PL./40m2/PAC.,400.1130,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. EXP. EPS 30 2000x1000x30 20ПЛ./40м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.19,
POL. EXP. EPS 30 2000x1000x40 15PL./30m2/PAC.,400.1140,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭПС 30 2000х1000х40 15ПЛ./30м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.92,
POL. EXP. EPS 30 2000x1000x50 12PL./24m2/PAC.,400.1150,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭКСП. EPS 30 2000x1000x50 12ПЛ./24м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.65,
POL. EXP. EPS 30 2000x1000x60 10PL./20m2/PAC.,400.1160,,,"October 6, 2025 11:29 AM",m2,,,ПОЛ. ЭПС 30 2000х1000х60 10ПЛ./20м2/ПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€4.38,
,PÁGIN. 33 - CORTIÇA FACE VISTA,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
"PAIN.CORTIÇA Ext. á Vista 1000x500x20mm 15PL/7,50m2/PAC.",430.4020,,,"October 6, 2025 11:29 AM",m2,,,"ПАНЕЛЬ.CORTIÇA Ext. á Vista 1000x500x20мм 15PL/7,50м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€39.64,
"PAIN.CORTIÇA Ext. á Vista 1000x500x30mm 10PL/5,00m2/PAC.",430.4030,,,"October 6, 2025 11:29 AM",m2,,,"ПАНЕЛЬ.CORTIÇA Ext. á Vista 1000x500x30мм 10ПЛ/5,00м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€55.69,
"PAIN.CORTIÇA Ext. á Vista 1000x500x40mm 8PL/4,00m2/PAC.",430.4040,,,"October 6, 2025 11:29 AM",m2,,,"ПАИН.CORTIÇA Ext. á Vista 1000x500x40мм 8PL/4,00м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€72.07,
"PAIN.CORTIÇA Ext. á Vista 1000x500x50mm 6PL/3,00m2/PAC.",430.4050,,,"October 6, 2025 11:29 AM",m2,,,"ПАЙН.КОРТИЦА Ext. á Vista 1000x500x50мм 6ПЛ/3,00м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€90.09,
"PAIN.CORTIÇA Ext. á Vista 1000x500x60mm 5PL/2,50m2/PAC.",430.4060,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.CORTIÇA Ext. á Vista 1000x500x60мм 5ПЛ/2,50м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€108.11,
"PAIN.CORTIÇA Ext. á Vista 1000x500x70mm 4PL/2,00m2/PAC.",430.4070,,,"October 6, 2025 11:29 AM",m2,,,"ПЛИТА PAIN.CORTIÇA Ext. á Vista 1000x500x70мм 4PL/2,00м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€126.13,
"PAIN.CORTIÇA Ext. á Vista 1000x500x80mm 4PL/2,00m2/PAC.",430.4080,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.CORTIÇA Ext. á Vista 1000x500x80мм 4ПЛ/2,00м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€144.14,
"PAIN.CORTIÇA Ext. á Vista 1000x500x100mm 3PL/1,50m2/PAC.",430.4100,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.CORTIÇA Ext. á Vista 1000x500x100мм 3PL/1,50м2/ПАК.",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€180.18,
,PÁGIN. 33 - CORTIÇA NEGRA ETICS,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
PAIN.NEG.CORTIÇA EXP.ICB 1000x500x10mm 30PL/15m2/PAC,430.2010,,,"October 6, 2025 11:29 AM",m2,,,ПЛИТА PAIN.NEG.CORTIÇA EXP.ICB 1000х500х10мм 30ПЛ/15м2/ПАК,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€15.16,
"PAIN.NEG.CORTIÇA EXP.ICB 1000x500x20mm 15PL/7,50m2/PAC",430.2020,,,"October 6, 2025 11:29 AM",m2,,,"ПАНЕЛЬ.NEG.CORTIÇA EXP.ICB 1000x500x20мм 15ПЛ/7,50м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€19.62,
"PAIN.NEG.CORTIÇA EXP.ICB 1000x500x30mm 10PL/5,00m2/PAC",430.2030,,,"October 6, 2025 11:29 AM",m2,,,"ПЕНА.НЕГ.КОРТИЦА EXP.ICB 1000x500x30мм 10ПЛ/5,00м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€27.57,
PAIN.NEG.CORTIÇA EXP.ICB 1000x500x40mm 8PL/4.00m2/PAC,430.2040,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.НЕГ.КОРТИЦА EXP.ICB 1000x500x40мм 8ПЛ/4,00м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€35.67,
PAIN.NEG.CORTIÇA EXP.ICB 1000x500x50mm 6PL/3.00m2/PAC,430.2050,,,"October 6, 2025 11:29 AM",m2,,,ПАНЕЛЬ.NEG.CОРКИ ЭКСП.ICB 1000x500x50мм 6ПЛ/3.00м2/ПАК,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€44.59,
"PAIN.NEG.CORTIÇA EXP.ICB 1000x500x60mm 5PL/2,50m2/PAC",430.2060,,,"October 6, 2025 11:29 AM",m2,,,"БОЛЬ.НЕГ.КОРТ. EXP.ICB 1000x500x60мм 5ПЛ/2,50м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€53.51,
PAIN.NEG.CORTIÇA EXP.ICB 1000x500x80mm 4PL/2.00m2/PAC,430.2080,,,"October 6, 2025 11:29 AM",m2,,,ПЛИТА Н.Г. КОРКИ EXP.ICB 1000x500x80мм 4ПЛ/2.00м2/ПАК,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€71.34,
"PAIN.NEG.CORTIÇA EXP.ICB 1000x500x100mm 3PL/1,50m2/PAC",430.2100,,,"October 6, 2025 11:29 AM",m2,,,"ПЕНА.NEG.CORTIÇA EXP.ICB 1000x500x100мм 3ПЛ/1,50м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€89.18,
PAIN.NEG.CORTIÇA EXP.ICB 1000x500x150mm 2PL/1.00m2/PAC,430.2150,,,"October 6, 2025 11:29 AM",m2,,,ПЕНА.НЕГ.КОРТИЦА EXP.ICB 1000x500x150мм 2ПЛ/1.00м2/ПАК,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€133.77,
,PÁGIN. 33 - REABILITA CORK,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
PAIN.CORTIÇA ReabilitaCork 1000x500x40mm 8PL/4.00m2/PAC,430.3040,,,"October 6, 2025 11:29 AM",m2,,,PAIN.CORTIÇA РехабилитацияКора 1000x500x40мм 8ПЛ/4.00м2/ПАК,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€56.06,
"PAIN.CORTIÇA ReabilitaCork 1000x500x60mm 5PL/2,50m2/PAC",430.3060,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.CORTIÇA ReabilitaCork 1000x500x60мм 5PL/2,50м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€72.08,
PAIN.CORTIÇA ReabilitaCork 1000x500x80mm 4PL/2.00m2/PAC,430.3080,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.CORTIÇA ReabilitaCork 1000x500x80мм 4PL/2,00м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€88.82,
"PAIN.CORTIÇA ReabilitaCork 1000x500x100mm 3PL/1,50m2/PAC",430.3100,,,"October 6, 2025 11:29 AM",m2,,,"PAIN.CORTIÇA ReabilitaCork 1000x500x100мм 3PL/1,50м2/ПАК",,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€105.56,
,PÁGIN. 33 - REGRANULADO CORTIÇA,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
REGRANULADO CORTIÇA NEGRA SACO= 250Lts.,430.5200,,,"October 6, 2025 11:29 AM",m3,,,РЕГРАНУЛИРУЕМЫЙ ЧЕРНЫЙ КОРК (REGRANULADO CORTIÇA NEGRA) 250л.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€309.40,
,PÁGIN. 33 - ROLO DE CORTIÇA AGLOM. CR18 PARA SUBPAVIMENTO,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
ROLO CORTIÇA CR18 SUBPAV. 2 mm 1x30mt. 30m2/RL,430.0002,,,"October 6, 2025 11:29 AM",m2,,,РОЛЛ СУБПАВ. 2 мм 1x30м. 30м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.68,
ROLO CORTIÇA CR18 SUBPAV. 3 mm 1x20mt. 20m2/RL,430.0003,,,"October 6, 2025 11:29 AM",m2,,,РОЛЛ СУЛЬФАТА КОРТИНА CR18 ПОДЛОЖКА 3 мм 1x20м. 20м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€5.52,
ROLO CORTIÇA CR18 SUBPAV. 4 mm 1x15mt. 15m2/RL,430.0004,,,"October 6, 2025 11:29 AM",m2,,,РОЛЛ КОРТИСА CR18 ПОДЛОЖКА 4 мм 1х15м. 15м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€7.36,
ROLO CORTIÇA CR18 SUBPAV. 5 mm 1x12mt. 12m2/RL,430.0005,,,"October 6, 2025 11:29 AM",m2,,,РОЛЛ ТКАНИ CR18 ПОДЛОЖКА 5 мм 1x12м. 12м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€9.20,
ROLO CORTIÇA CR18 SUBPAV. 6 mm 1x10mt. 10m2/RL,430.0006,,,"October 6, 2025 11:29 AM",m2,,,РОЛЬ СКОРОПЛАСТА CR18 ПОДКЛ. 6 мм 1x10м. 10м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€11.04,
ROLO CORTIÇA CR18 SUBPAV. 8 mm 1x10mt. 10m2/RL,430.0008,,,"October 6, 2025 11:29 AM",m2,,,РОЛЛО КОРКИ CR18 ПОДЛОЖКА 8 мм 1x10м. 10м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€14.73,
ROLO CORTIÇA CR18 SUBPAV. 10 mm 1x10mt. 10m2/RL,430.0009,,,"October 6, 2025 11:29 AM",m2,,,РОЛЬ СУППАВ. 10 мм 1x10м. 10м2/РЛ,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€18.41,
,PÁGIN. 34 - ABOBADILHA RIPADA EPS100 - BRANCA,,,"September 25, 2025 11:59 AM",,,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
AB.RIP.EPS100 Branca (480) (T377) 1147x520x120 10Un./Emb.,995.0377,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Branca (480) (T377) 1147x520x120 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.68,
AB.RIP.EPS100 Branca (480) (T380) 1163x520x120 10Un./Emb.,995.0380,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Бранка (480) (T380) 1163x520x120 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.68,
AB.RIP.EPS100 Branca (480) (T383) 1169x520x120 10Un./Emb.,995.0383,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Бранка (480) (T383) 1169x520x120 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.68,
AB.RIP.EPS100 Branca (480) (T385) 1189x520x120 10Un./Emb.,995.0385,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Бранка (480) (T385) 1189x520x120 10шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.68,
AB.RIP.EPS100 Branca (480) (T390) 1190x520x120 10Un./Emb.,995.0390,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Branca (480) (T390) 1190x520x120 10Un./Emb.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.68,
AB.RIP.EPS100 Branca (480) (T400) 1220x520x120 10Un./Emb.,995.0400,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Branca (480) (T400) 1220x520x120 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.68,
AB.RIP.EPS100 Branca (480) (T377) 1151x520x150 8Un./Emb.,996.0377,,,"October 6, 2025 11:29 AM",un,,,AB.RIP.EPS100 Бранка (480) (T377) 1151x520x150 8шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€18.23,
